Name,Gender,Age,City,State,Country,Join_Date,Income,Income_Group,Education,Marital_Status,Number_of_Children,Churn_Flag,customer_id
Mary Jones,Female,34,South Patrick,Vermont,USA,6/24/2021,47741.76,Lower-Middle,Bachelor's,Single,3,0,27572
Jamie Hall,Male,52,Floreshaven,North Dakota,USA,2/12/2024,51750.59,Lower-Middle,Associate Degree,Married,0,0,27573
Anne Keller,Female,34,North Stevenside,Oregon,USA,10/7/2021,68492.25,Middle,Bachelor's,Single,1,0,27574
Curtis Lawrence,Male,22,Lake Danielfurt,Iowa,USA,6/2/2020,70446.39,Middle,Bachelor's,Single,1,0,27575
Mrs. Robin Williams PhD,Male,36,Gabrielchester,Tennessee,USA,1/4/2025,59620.26,Lower-Middle,Bachelor's,Single,2,0,27576
Shane Chase,Male,44,New Garrettside,Alabama,USA,11/22/2020,45324.95,Lower-Middle,High School,Single,3,0,27577
Nicole Smith,Female,60,Lake Wendyview,Mississippi,USA,9/25/2024,42231.39,Lower-Middle,Bachelor's,Divorced,0,0,27578
Matthew Hardy,Female,45,Carlamouth,Alabama,USA,9/25/2021,70162.49,Middle,High School,Married,2,0,27579
Alisha Woods,Female,31,Hunterton,Idaho,USA,12/3/2021,67857.69,Middle,High School,Single,1,0,27580
Edward Smith,Male,75,East Thomas,New York,USA,11/10/2024,66161.07,Middle,Master's,Single,3,0,27581
Robert Hill,Female,36,Johnhaven,Nevada,USA,12/25/2023,83743.65,Middle,Master's,Single,5,1,27582
Sharon Jackson,Male,74,Christopherstad,Utah,USA,6/16/2020,48102.61,Lower-Middle,Master's,Married,2,0,27583
Valerie Flowers,Female,68,Davidland,South Carolina,USA,3/18/2023,89664.93,Middle,High School,Single,0,0,27584
Anthony Sutton,Male,46,Raymondfort,Wisconsin,USA,6/5/2024,65060.07,Middle,High School,Single,0,0,27585
Jared Garrett,Female,26,Gainesmouth,Georgia,USA,1/15/2021,52424.63,Lower-Middle,Bachelor's,Divorced,2,0,27586
Isaac Lucas,Female,52,Taylorhaven,Louisiana,USA,3/20/2023,59185.93,Lower-Middle,Master's,Married,2,0,27587
Holly Morales,Female,60,Kayleeport,Florida,USA,11/3/2022,42112.73,Lower-Middle,High School,Widowed,1,0,27588
Tyler Hartman,Male,42,North Samantha,Oregon,USA,8/21/2020,44688.59,Lower-Middle,Bachelor's,Single,3,0,27589
Gregory Franklin,Male,34,Reynoldsside,Indiana,USA,6/30/2023,58308.97,Lower-Middle,Bachelor's,Married,0,0,27590
Timothy Matthews,Female,58,Lindastad,Colorado,USA,9/15/2022,71649.94,Middle,Associate Degree,Single,2,0,27591
Rodney Holmes,Male,46,Gateston,Ohio,USA,2/18/2023,49435.64,Lower-Middle,Bachelor's,Married,1,0,27592
Angela David,Male,32,Rodriguezstad,Alabama,USA,3/26/2023,92239.45,Upper-Middle,Master's,Married,2,0,27593
Julie Turner,Male,69,Ronniestad,Nebraska,USA,11/13/2020,59360.5,Lower-Middle,Bachelor's,Married,1,1,27594
Ronald Sullivan,Female,69,North Christopher,Vermont,USA,4/11/2021,50968.87,Lower-Middle,Bachelor's,Single,2,0,27595
Angela Peterson,Female,40,North Kathyville,Wyoming,USA,8/31/2022,40738.29,Lower-Middle,High School,Single,1,0,27596
Elizabeth Griffin,Female,25,North Josephberg,Oregon,USA,5/12/2023,52197.84,Lower-Middle,High School,Married,2,0,27597
Joshua Obrien,Male,49,Port Cassandra,Kentucky,USA,4/16/2023,81635.92,Middle,Associate Degree,Single,1,0,27598
Victoria Byrd,Female,38,Lake Diane,Delaware,USA,8/17/2024,85859.53,Middle,Associate Degree,Married,3,1,27599
Nicholas Page,Male,25,West Rogershire,Rhode Island,USA,3/14/2024,69212.84,Middle,Bachelor's,Single,2,0,27600
Jacob West,Male,64,New Stephaniehaven,Utah,USA,2/9/2021,60843.74,Middle,Associate Degree,Single,0,0,27601
Tiffany Foster,Female,75,Lopezberg,Oklahoma,USA,12/17/2021,38470.14,Lower-Middle,Bachelor's,Married,0,1,27602
Kristen Stokes,Female,39,South Gina,Maryland,USA,7/9/2022,21427.79,Low,PhD,Single,0,0,27603
Jodi Gay,Female,54,Christopherville,Utah,USA,12/18/2022,62830.78,Middle,Associate Degree,Married,2,1,27604
Michelle Collins,Male,25,New Anitamouth,South Carolina,USA,3/23/2024,54028.67,Lower-Middle,Associate Degree,Married,1,0,27605
Kerri Gonzalez,Male,40,New Lawrence,Maine,USA,11/28/2022,51789.17,Lower-Middle,Bachelor's,Divorced,0,0,27606
Benjamin Macdonald,Female,27,Kathleenville,Tennessee,USA,9/7/2021,65958.25,Middle,Bachelor's,Widowed,1,0,27607
Amy Gonzalez,Male,24,Williamsfurt,Wyoming,USA,7/20/2021,39933.72,Lower-Middle,Master's,Single,3,1,27608
Daniel Jackson,Female,48,West Rhonda,Connecticut,USA,4/30/2023,81922.79,Middle,Associate Degree,Single,2,0,27609
Kathy Hernandez,Female,57,South Richardton,Delaware,USA,12/3/2022,87938.6,Middle,Bachelor's,Married,2,0,27610
Jean Rocha,Female,43,South Melissafort,Texas,USA,1/30/2021,70349.26,Middle,High School,Single,0,0,27611
John Kline,Female,45,Lake Leah,Montana,USA,3/30/2021,55479.54,Lower-Middle,Bachelor's,Married,1,0,27612
Jennifer Barton,Female,36,Courtneyport,Idaho,USA,7/19/2024,50933.85,Lower-Middle,Master's,Married,1,0,27613
Keith Guerrero,Female,54,West Joseph,Florida,USA,6/6/2022,55374.19,Lower-Middle,High School,Married,2,0,27614
Bill Schroeder,Male,39,Jamesfurt,Louisiana,USA,2/26/2025,64792.74,Middle,Bachelor's,Divorced,2,0,27615
Nicholas Mitchell,Male,25,Fredmouth,Louisiana,USA,7/14/2021,75133.99,Middle,PhD,Single,2,1,27616
Danielle Andrade,Female,31,East Ericaburgh,Colorado,USA,6/29/2022,66753.7,Middle,High School,Married,1,1,27617
Sharon Mendoza,Female,29,West Jared,Alaska,USA,10/14/2024,78913.7,Middle,Master's,Married,1,1,27618
Richard Fletcher,Male,42,South Ericbury,Maryland,USA,9/14/2020,68280.79,Middle,Bachelor's,Married,0,0,27619
Stacy Brown,Male,25,Port Lauren,Nevada,USA,2/21/2022,75498.44,Middle,Associate Degree,Single,0,0,27620
Derrick Mejia,Female,58,North Kimberlyton,Nevada,USA,12/28/2023,59554.35,Lower-Middle,Master's,Single,5,0,27621
Jesse Lee,Female,65,West Brenda,Hawaii,USA,4/20/2021,42764.42,Lower-Middle,Bachelor's,Divorced,2,0,27622
Donald Hudson,Male,35,New Stephen,Arizona,USA,8/11/2022,79301.02,Middle,Bachelor's,Single,2,0,27623
Nicholas Molina,Female,44,Port Danielberg,Maryland,USA,9/4/2023,92776.55,Upper-Middle,Master's,Single,2,0,27624
Michael Mendoza,Male,45,Maxwellhaven,Louisiana,USA,8/9/2022,64429.38,Middle,Associate Degree,Single,0,0,27625
Danielle Moody,Female,74,Lake Anthonyshire,Georgia,USA,2/23/2022,51817.45,Lower-Middle,Master's,Married,1,0,27626
Brian Koch,Male,25,Jacobfurt,Washington,USA,5/26/2022,67100.99,Middle,High School,Single,0,0,27627
Dr. Edward Wiggins MD,Female,51,Francishaven,West Virginia,USA,2/25/2023,54713.18,Lower-Middle,Associate Degree,Single,0,0,27628
Colin Edwards,Female,39,Reillyton,Indiana,USA,10/9/2022,60476.8,Middle,Associate Degree,Single,4,0,27629
Kevin Hunter,Female,44,Seanmouth,West Virginia,USA,4/30/2024,61269.77,Middle,Bachelor's,Married,0,0,27630
Valerie Brown,Male,33,North Tammy,Maine,USA,7/26/2022,48641.08,Lower-Middle,High School,Single,0,0,27631
Kelly Edwards,Female,31,East Crystal,Massachusetts,USA,1/4/2023,49218.49,Lower-Middle,Associate Degree,Single,3,0,27632
Andrea Cooley DDS,Male,34,New Johnnyberg,New Mexico,USA,4/28/2025,58924.17,Lower-Middle,Associate Degree,Married,2,1,27633
Peggy George,Male,25,Coxfurt,South Dakota,USA,10/10/2022,57030.94,Lower-Middle,Associate Degree,Single,4,0,27634
Aaron Patterson,Male,36,Amandastad,Pennsylvania,USA,8/30/2024,68550.08,Middle,PhD,Single,2,0,27635
Benjamin Smith,Male,52,Matthewhaven,Rhode Island,USA,4/16/2025,64059.45,Middle,High School,Married,0,0,27636
Austin Warner,Female,50,Jefferyside,Rhode Island,USA,7/21/2024,69092.64,Middle,High School,Married,2,0,27637
Douglas Owen,Female,46,Woodstad,Georgia,USA,5/30/2021,57883.94,Lower-Middle,Associate Degree,Single,3,1,27638
Elizabeth Garcia,Female,18,Lake Todd,Oregon,USA,2/17/2021,47898.37,Lower-Middle,High School,Married,1,1,27639
Sandra Ochoa,Male,28,Christopherfort,Wyoming,USA,9/28/2023,44350.83,Lower-Middle,Bachelor's,Single,2,0,27640
Kenneth Lyons,Female,60,New Nicholas,Connecticut,USA,7/17/2022,74841.51,Middle,High School,Married,2,1,27641
Jennifer Richards,Male,36,Vaughnview,Missouri,USA,8/4/2024,52718.19,Lower-Middle,Master's,Single,0,0,27642
Calvin Gray,Male,65,Claudialand,Pennsylvania,USA,5/19/2021,50515.14,Lower-Middle,Associate Degree,Married,2,0,27643
Caitlyn Solomon,Male,62,West Nicolefort,Illinois,USA,8/10/2020,79188.81,Middle,Associate Degree,Single,1,0,27644
Rebecca Williams,Female,30,Gillton,New Hampshire,USA,6/28/2024,54098.02,Lower-Middle,Bachelor's,Single,1,0,27645
Meagan Williams,Male,64,Vargasview,Florida,USA,3/14/2022,27303.37,Low,Associate Degree,Married,3,0,27646
Joseph Griffin,Female,49,Hamptonberg,Oklahoma,USA,3/1/2025,63307.03,Middle,Associate Degree,Married,1,0,27647
Aimee Jackson,Female,49,New Angela,Delaware,USA,10/2/2024,51762.62,Lower-Middle,Master's,Single,1,1,27648
Edward Liu,Female,60,South Samuelmouth,Connecticut,USA,1/29/2021,49160.09,Lower-Middle,Master's,Married,2,0,27649
Anthony Nichols,Male,41,Reeveston,South Carolina,USA,9/12/2023,57913.4,Lower-Middle,High School,Single,1,0,27650
Robert Larson,Female,54,Andreaside,Alabama,USA,8/13/2023,29285.51,Low,High School,Married,1,0,27651
Andrew Hahn,Male,51,West Jonathanstad,Nebraska,USA,12/19/2022,32111.88,Lower-Middle,Bachelor's,Married,4,0,27652
Victoria Ramos,Male,56,South Kristinshire,Iowa,USA,10/15/2022,53097.63,Lower-Middle,PhD,Married,1,0,27653
John Williamson,Male,50,Wagnershire,Nevada,USA,5/27/2023,68416.47,Middle,PhD,Married,2,0,27654
Charles Hanna,Male,26,West Teresabury,Nevada,USA,9/3/2024,56053.5,Lower-Middle,Bachelor's,Married,0,0,27655
Michelle Morris,Female,37,Kathleenburgh,New Jersey,USA,2/18/2024,55401.75,Lower-Middle,Bachelor's,Single,3,1,27656
Tiffany Williams,Female,68,Leahmouth,New Hampshire,USA,11/29/2022,59973.12,Lower-Middle,Master's,Married,1,0,27657
Tim Scott,Female,34,Lake Richard,Ohio,USA,10/20/2022,73351.37,Middle,Bachelor's,Single,0,0,27658
Paul Williams,Female,43,Darrenland,California,USA,6/10/2022,60586.91,Middle,High School,Single,1,0,27659
Jennifer Ward,Male,39,Sergiofort,New Jersey,USA,1/16/2024,59238.04,Lower-Middle,Associate Degree,Married,2,0,27660
Jamie Hill,Male,26,East Ryan,Missouri,USA,6/10/2024,51654.99,Lower-Middle,Master's,Single,0,0,27661
Darin Aguirre,Male,32,Lisaside,Arkansas,USA,7/24/2024,54158.82,Lower-Middle,PhD,Single,1,0,27662
Justin Parsons,Male,36,Jonesmouth,Iowa,USA,10/27/2020,62687.05,Middle,Master's,Single,2,1,27663
Taylor Cox,Female,43,Shermanmouth,Wisconsin,USA,12/4/2024,79728.89,Middle,Associate Degree,Married,3,0,27664
Lisa Smith,Female,62,West James,Utah,USA,5/29/2020,63565.11,Middle,Master's,Single,1,1,27665
Nicole Mckay,Male,45,Neilside,Kentucky,USA,1/8/2021,47787.31,Lower-Middle,High School,Single,4,0,27666
Tina Garza,Male,50,Stephensonmouth,Hawaii,USA,3/11/2023,55491.12,Lower-Middle,Bachelor's,Married,1,0,27667
Natalie Williams,Male,42,Westhaven,Indiana,USA,7/19/2022,76616.7,Middle,Master's,Married,2,0,27668
Elizabeth Smith,Male,62,West Loritown,Vermont,USA,1/19/2021,61170.96,Middle,Associate Degree,Divorced,3,1,27669
Denise Watts,Female,50,Sosaborough,New Mexico,USA,10/28/2020,39251.56,Lower-Middle,High School,Married,3,0,27670
Paula Marsh,Male,26,East Ashleyburgh,Nevada,USA,10/11/2024,66507.21,Middle,Master's,Divorced,1,0,27671
Samantha Elliott,Female,43,North Gregorymouth,Louisiana,USA,2/8/2024,50343.35,Lower-Middle,Associate Degree,Single,2,0,27672
Derek Maddox,Female,59,Harrishaven,Nevada,USA,6/19/2022,42764.29,Lower-Middle,High School,Single,0,0,27673
Ryan Gonzales,Male,54,Allenburgh,California,USA,11/22/2022,61269.72,Middle,High School,Single,0,1,27674
Sara Hawkins,Male,65,Fitzpatrickville,New Mexico,USA,2/14/2024,47380.74,Lower-Middle,High School,Divorced,3,0,27675
Ryan Schroeder,Female,34,East Danport,Texas,USA,9/22/2022,72189.17,Middle,Master's,Married,1,0,27676
Michael Cooper,Female,73,Tylerhaven,Iowa,USA,8/18/2020,61350.7,Middle,Bachelor's,Married,0,1,27677
Michael Fuller,Male,36,West Anitaport,Indiana,USA,10/31/2023,80158.59,Middle,Associate Degree,Single,1,0,27678
Patrick Brown,Female,23,Port William,New Jersey,USA,8/25/2024,65206.75,Middle,Bachelor's,Married,2,0,27679
Matthew Cobb,Male,44,North Tracy,Arkansas,USA,11/26/2020,52540.36,Lower-Middle,Bachelor's,Single,1,1,27680
Thomas Thomas,Male,28,West Juan,Indiana,USA,5/10/2020,52346.29,Lower-Middle,Master's,Married,1,0,27681
Abigail Rodriguez,Female,51,New Taylorburgh,Minnesota,USA,12/12/2024,54579.12,Lower-Middle,Associate Degree,Married,1,0,27682
Christina Coleman,Female,64,North Matthewview,Florida,USA,12/9/2023,67404.22,Middle,Master's,Single,0,0,27683
Robert Taylor,Male,66,Ramostown,Ohio,USA,10/7/2020,38374.8,Lower-Middle,High School,Single,3,0,27684
Suzanne Cunningham,Male,48,South Micheal,New Jersey,USA,1/18/2022,64097.73,Middle,Associate Degree,Married,2,0,27685
Michelle Kline,Female,45,South Rhondaport,Georgia,USA,4/10/2023,46208.31,Lower-Middle,Master's,Widowed,2,0,27686
Laurie Sanchez,Female,75,South Lisaton,Oklahoma,USA,8/5/2024,93601.51,Upper-Middle,Associate Degree,Single,1,0,27687
Kimberly Alvarez,Female,47,Evanstown,South Dakota,USA,2/18/2023,68289.48,Middle,Master's,Single,0,0,27688
Evan Haynes,Female,67,Martinview,Georgia,USA,9/14/2024,69764.97,Middle,Bachelor's,Married,1,0,27689
Billy Gallagher,Male,66,North Robertoburgh,New Hampshire,USA,6/7/2024,61094.67,Middle,Associate Degree,Single,2,0,27690
Deborah Palmer,Male,36,Odommouth,Florida,USA,5/10/2022,36073.51,Lower-Middle,Associate Degree,Single,3,0,27691
Brian Thomas,Male,19,West Zacharyfurt,New York,USA,2/2/2025,60278.77,Middle,High School,Married,0,0,27692
Nicholas Olson,Female,42,Garnerland,Maine,USA,9/6/2021,65862.64,Middle,Associate Degree,Single,0,0,27693
Kyle Castro,Female,61,Arroyomouth,California,USA,7/23/2023,51439.21,Lower-Middle,High School,Single,3,1,27694
Marissa Lee,Male,59,South Denniston,New Hampshire,USA,7/22/2022,58846.75,Lower-Middle,Master's,Divorced,1,0,27695
Gail Melton,Female,48,Port Scott,North Carolina,USA,7/22/2020,69468.62,Middle,Master's,Single,0,0,27696
David Fisher,Female,30,Suzanneborough,Pennsylvania,USA,3/5/2023,61673.03,Middle,Bachelor's,Widowed,3,0,27697
Angela Huynh,Female,27,North Samantha,Mississippi,USA,8/19/2021,64078.44,Middle,High School,Married,2,0,27698
Jim Barber,Female,70,North Denise,Indiana,USA,4/17/2023,67876.08,Middle,High School,Single,1,0,27699
Gregory Williams,Female,42,Christopherburgh,Maryland,USA,9/27/2020,78527.73,Middle,Associate Degree,Married,0,0,27700
Christopher Gomez,Female,50,East Jennifer,Maryland,USA,3/30/2022,47497.48,Lower-Middle,Associate Degree,Single,1,0,27701
Casey Hunter,Male,65,Sanchezfurt,Louisiana,USA,4/14/2021,89093.52,Middle,PhD,Single,6,0,27702
Michael Hartman,Male,62,East Stacyhaven,Nebraska,USA,5/22/2024,89058.79,Middle,Bachelor's,Single,1,0,27703
Susan Rodgers,Male,47,Lake Rickeymouth,New Hampshire,USA,3/10/2025,51696.44,Lower-Middle,Bachelor's,Married,5,0,27704
Patrick Rodriguez,Male,44,Robersonfurt,Tennessee,USA,4/19/2022,70084.35,Middle,Bachelor's,Single,3,0,27705
Brenda Hernandez,Female,54,North Katrinamouth,Indiana,USA,9/19/2021,87327.28,Middle,Bachelor's,Single,0,0,27706
Erica Griffin,Male,39,Jenniferview,New Jersey,USA,7/15/2023,81608.78,Middle,Bachelor's,Single,2,0,27707
Randall Hayes,Male,49,North Gary,Kansas,USA,5/25/2022,34235.9,Lower-Middle,PhD,Widowed,3,1,27708
Christina Contreras,Male,20,Hawkinsborough,New Hampshire,USA,5/30/2021,57696.86,Lower-Middle,PhD,Married,2,0,27709
Karen Miller,Male,59,Taylorville,Utah,USA,10/13/2024,52452.93,Lower-Middle,Master's,Single,1,0,27710
Christopher Guerra,Female,75,Rossmouth,Oregon,USA,1/17/2022,72840.97,Middle,Bachelor's,Married,3,0,27711
Donald Clark,Female,70,Port Katie,Maryland,USA,11/26/2022,74185.47,Middle,Bachelor's,Single,2,0,27712
Brittany Blackwell,Male,39,East Michaelville,California,USA,3/9/2025,42274.92,Lower-Middle,High School,Single,1,0,27713
Cheryl Doyle,Male,45,Wagnerborough,New York,USA,12/1/2024,49392.12,Lower-Middle,PhD,Single,2,0,27714
Samantha Collins,Female,34,Stephanieland,Arkansas,USA,6/26/2020,36381.99,Lower-Middle,Master's,Married,1,1,27715
Zachary Hutchinson,Female,37,Mahoneymouth,North Carolina,USA,5/4/2020,58673.91,Lower-Middle,Bachelor's,Widowed,3,0,27716
Carrie Johnson,Male,43,Port Joel,Alaska,USA,12/12/2022,55683.44,Lower-Middle,Bachelor's,Married,5,0,27717
Ashley Olson,Female,54,South Melissa,North Dakota,USA,3/19/2022,66970.36,Middle,High School,Single,1,0,27718
Jason Long,Female,20,Erikshire,Rhode Island,USA,10/14/2022,87068.98,Middle,High School,Married,0,0,27719
Jordan Murphy,Male,41,Gibsonbury,Tennessee,USA,11/18/2024,64015.01,Middle,Bachelor's,Single,0,0,27720
Kimberly Grant,Female,46,North Heidiside,Delaware,USA,1/6/2022,55513.38,Lower-Middle,Bachelor's,Single,2,0,27721
James Walker,Male,33,Stephenhaven,New York,USA,6/10/2021,72059.67,Middle,Bachelor's,Widowed,3,0,27722
Todd Friedman,Male,26,Hansenview,New Mexico,USA,12/6/2024,54732.75,Lower-Middle,Master's,Married,1,0,27723
Erica Lee,Female,46,North Michaelburgh,Ohio,USA,1/31/2023,57302.95,Lower-Middle,High School,Single,1,0,27724
Jennifer Kelly,Female,49,Thompsonmouth,Kentucky,USA,9/27/2024,62608.86,Middle,Bachelor's,Married,1,0,27725
Barbara Martinez,Female,50,Amyburgh,Florida,USA,1/1/2024,42135.46,Lower-Middle,Bachelor's,Widowed,2,0,27726
Joseph Wilson,Female,39,North Ronald,Alabama,USA,2/19/2024,55373.77,Lower-Middle,High School,Married,1,0,27727
Stephanie Simon,Female,34,North Denise,New York,USA,2/13/2025,48021.93,Lower-Middle,Associate Degree,Single,3,0,27728
Connie Hurst,Female,33,Taylorhaven,Arizona,USA,4/25/2023,72104.41,Middle,Master's,Married,2,0,27729
Devon Young,Male,22,Walkerton,Colorado,USA,11/15/2023,44556.17,Lower-Middle,Bachelor's,Divorced,4,0,27730
Susan Pope,Female,32,Kyleburgh,Montana,USA,10/31/2024,45906.11,Lower-Middle,Master's,Married,3,0,27731
Jacob Flores,Male,58,Jeffreyton,Florida,USA,11/9/2024,49346.15,Lower-Middle,Associate Degree,Divorced,2,0,27732
Karen Alexander,Female,18,West Jeffreystad,Louisiana,USA,6/30/2023,48257.66,Lower-Middle,Associate Degree,Married,1,0,27733
Holly Moore,Female,23,Michellemouth,Ohio,USA,3/24/2024,85104.45,Middle,Associate Degree,Married,2,0,27734
Stacey Gibbs,Female,29,Gamblebury,Kansas,USA,5/18/2020,76268.88,Middle,Bachelor's,Married,1,0,27735
Benjamin Robinson,Female,42,Lake Richardstad,Texas,USA,12/16/2023,67347.97,Middle,Bachelor's,Married,1,1,27736
Loretta Brown,Female,38,Ruizfurt,Maine,USA,5/23/2024,53901.82,Lower-Middle,Bachelor's,Divorced,0,1,27737
David Moses,Male,31,West Robin,Kentucky,USA,11/23/2024,59043.55,Lower-Middle,High School,Married,1,0,27738
Christopher Wiley,Male,28,Beasleyland,Ohio,USA,11/29/2023,83691.23,Middle,Associate Degree,Married,2,0,27739
Janet Anderson,Male,68,Lake Gregory,Oklahoma,USA,10/30/2020,55356.14,Lower-Middle,Associate Degree,Married,1,0,27740
David Huynh,Female,65,Mitchellstad,Michigan,USA,7/24/2023,43886.67,Lower-Middle,High School,Married,0,0,27741
Lance Humphrey,Female,56,Timothyshire,Iowa,USA,10/3/2024,72250.18,Middle,Bachelor's,Single,1,0,27742
Robert Castillo,Female,35,South Wesleyside,Ohio,USA,5/15/2020,56468.87,Lower-Middle,High School,Single,0,1,27743
Michele Hall,Male,38,Heathershire,Nebraska,USA,10/18/2021,57398.17,Lower-Middle,Associate Degree,Single,1,1,27744
Kristie Horton,Male,51,North Austinmouth,New York,USA,9/9/2022,56626.5,Lower-Middle,PhD,Divorced,3,0,27745
Mariah Jenkins,Female,37,Jaredbury,Missouri,USA,12/3/2024,57678.57,Lower-Middle,Bachelor's,Married,0,0,27746
Ronnie Hill,Male,45,Jonathanburgh,Minnesota,USA,8/5/2024,67454.73,Middle,Bachelor's,Married,0,0,27747
Brian Green,Female,50,North Robertborough,Kansas,USA,10/7/2023,55428.07,Lower-Middle,High School,Married,2,0,27748
Benjamin Mullins,Female,45,East Ryan,Connecticut,USA,10/30/2021,64625.71,Middle,High School,Married,0,0,27749
Alicia Simmons,Male,41,Timothyville,Maryland,USA,5/16/2024,75658.69,Middle,Bachelor's,Married,1,0,27750
Jessica Dixon,Male,39,East Annamouth,West Virginia,USA,9/5/2023,82168.06,Middle,Associate Degree,Married,1,0,27751
Melissa Perry,Male,56,Port Barry,Indiana,USA,3/17/2023,46461.02,Lower-Middle,Associate Degree,Married,4,0,27752
Barbara Wilkinson,Male,54,North Julie,Iowa,USA,11/25/2021,75311.5,Middle,Associate Degree,Single,0,0,27753
Pamela White,Female,52,Sabrinaburgh,New Mexico,USA,11/30/2021,76997.75,Middle,Bachelor's,Married,4,1,27754
Danielle Hernandez,Female,40,Williamsside,New Hampshire,USA,4/4/2021,78919.36,Middle,High School,Single,0,0,27755
Susan Powell,Male,56,Gomezborough,New York,USA,5/25/2023,60738.32,Middle,Master's,Single,3,0,27756
Walter Ashley,Male,70,Julieview,New York,USA,5/2/2021,56412.19,Lower-Middle,PhD,Single,0,0,27757
Sarah Solomon,Male,52,Michaelview,New Hampshire,USA,12/7/2022,36828.29,Lower-Middle,Bachelor's,Widowed,1,0,27758
Elizabeth Gonzalez,Male,41,Burkeport,Nevada,USA,9/6/2020,61489.48,Middle,PhD,Married,0,0,27759
Caitlin Lopez,Female,57,Kristenberg,Delaware,USA,8/19/2024,86733.08,Middle,Associate Degree,Single,2,0,27760
Mr. Ryan Smith Jr.,Female,48,Mooreland,Utah,USA,3/25/2022,64714.66,Middle,High School,Divorced,1,0,27761
John Castillo,Female,62,New Crystal,Tennessee,USA,8/11/2022,56763.92,Lower-Middle,High School,Married,1,0,27762
Amanda Allen MD,Female,53,Williamsbury,South Carolina,USA,9/22/2022,68703.14,Middle,Bachelor's,Single,1,0,27763
Nicole Roy,Female,56,Julieside,Mississippi,USA,7/24/2021,42202.62,Lower-Middle,High School,Single,0,0,27764
Anthony Reeves,Female,51,Brownport,Maryland,USA,12/26/2022,55905.94,Lower-Middle,High School,Married,1,0,27765
Christine Peterson,Female,26,Frazierside,Arizona,USA,7/11/2024,72223.92,Middle,Master's,Married,0,0,27766
Sarah Blake,Male,44,North Amy,New Hampshire,USA,10/9/2024,68383.88,Middle,Associate Degree,Married,2,1,27767
Dominique Turner,Female,24,South Janet,Hawaii,USA,10/17/2022,52496.35,Lower-Middle,Bachelor's,Married,1,0,27768
Daniel Perkins,Male,42,West Jennyshire,Colorado,USA,1/20/2025,86755.2,Middle,Master's,Married,1,0,27769
Robert Fleming,Male,53,Port Hailey,Indiana,USA,5/12/2024,38105.25,Lower-Middle,Associate Degree,Single,0,0,27770
Sylvia Wood,Male,42,Lake Lindsey,Georgia,USA,7/16/2021,64699.09,Middle,Bachelor's,Single,2,0,27771
Marissa Hoffman,Female,18,Port Wandaborough,North Dakota,USA,2/24/2024,72701.44,Middle,Bachelor's,Single,1,0,27772
Chris Moore,Female,40,Vazquezhaven,Texas,USA,7/16/2024,78530.45,Middle,High School,Widowed,3,0,27773
Matthew Roy,Female,25,Port Angelaside,Kansas,USA,2/19/2023,61829.11,Middle,Bachelor's,Married,3,0,27774
Lauren Green,Female,56,South Sandrastad,Maine,USA,5/2/2021,71486.98,Middle,PhD,Single,1,0,27775
Monica Ellis,Male,56,Scotttown,Mississippi,USA,8/15/2022,60063.99,Middle,PhD,Divorced,0,0,27776
Tara Gilbert,Female,58,Kevinchester,Maine,USA,7/14/2023,85027.15,Middle,Bachelor's,Married,3,0,27777
Austin Griffin,Male,21,North Heathertown,Alaska,USA,2/18/2025,64843.47,Middle,Associate Degree,Single,2,0,27778
Benjamin Newman,Female,21,Christineview,Pennsylvania,USA,10/29/2020,77399.56,Middle,High School,Single,0,0,27779
Marvin Hansen,Female,65,Morganmouth,Arkansas,USA,11/22/2020,42665.82,Lower-Middle,Master's,Married,0,0,27780
Makayla Brooks,Male,28,Dillonville,Colorado,USA,12/10/2021,58291.91,Lower-Middle,Bachelor's,Married,1,0,27781
Brian Lopez,Male,51,New Riley,Massachusetts,USA,6/17/2021,68092.08,Middle,Master's,Married,4,0,27782
Mary Armstrong,Male,57,Grimesville,Alaska,USA,12/30/2022,67959.11,Middle,Master's,Single,0,0,27783
Jeffrey Leon,Female,42,West Calebborough,Nebraska,USA,5/13/2024,51475.26,Lower-Middle,PhD,Single,2,0,27784
Brandon Moore,Female,46,New Bradleyton,Wyoming,USA,5/5/2024,32087.93,Lower-Middle,High School,Married,2,0,27785
Ross Robinson,Male,34,South Francisco,New York,USA,2/15/2023,33597.76,Lower-Middle,Associate Degree,Married,2,1,27786
Brittany Williams,Female,66,Port Nicholasland,Iowa,USA,6/10/2021,45789.44,Lower-Middle,Bachelor's,Married,0,0,27787
Ryan Jones,Male,37,Theodoreland,Ohio,USA,1/14/2022,101811.24,Upper-Middle,High School,Married,1,0,27788
Ralph Schaefer,Female,33,Thorntonville,Wyoming,USA,8/22/2021,14465.14,Low,High School,Married,2,0,27789
Tiffany Thompson,Male,45,Jonesmouth,Louisiana,USA,10/16/2021,57486.34,Lower-Middle,High School,Single,1,0,27790
Adrienne Nunez,Male,32,New Paula,South Carolina,USA,5/9/2021,55590.58,Lower-Middle,Bachelor's,Single,2,0,27791
Monique Keller,Female,52,Andersonbury,Oklahoma,USA,9/7/2020,60632.41,Middle,Bachelor's,Single,1,0,27792
Andrew Clark,Male,45,Watsonborough,Illinois,USA,9/21/2023,58763.67,Lower-Middle,Associate Degree,Single,3,0,27793
